NEWID,Age,Education,Income_AT,Expenses,Housing,Food,Transport,Entertainment,Apparel,Health Spending,Personal Insurance
3644313,60,16,171476,25567.25,13997,3575,1220,453,153,1942,3877.2501
3644323,74,12,69675,12978,5081,1001,3533,1545,217,911,0
3644343,37,12,7469.2,3793,2154,1300,289,10,40,0,0
3644363,45,11,72895.6,9980.85,5172,1820,1035,287,340,0,1326.8499
3644373,87,11,14079.8,3539,2126,708,705,0,0,0,0
3644383,28,16,101908.2,12187.5,6045,2315,755,30,50,420,2312.4999
3644403,34,12,61794.4,13930.35,7039,2720,1370,231,343,1045,1182.3501
3644413,87,10,44435,6978,4498,975,428,0,0,1027,0
3644473,58,12,3009,4630.5,1281,507,783,210,0,1625,19.5
3644493,50,12,30117.4,3659.75,1455,910,420,0,25,0,581.7501
3644503,25,15,53328,9172.5,2700,970,1208,0,0,2525,1514.4999
3644543,39,14,25267,6899.5,2125,1924,175,120,0,967,628.5
3644553,63,13,4828,997,389,338,78,0,192,0,0
3644563,55,16,206759.6,19974.637,13080.75,2146,0,140,0,650,3807.8868
3644593,70,13,19161.4,8000,4675,968,603,438,0,1140,0
3644613,73,13,18734,8367,3331,2689,50,326,143,1803,0
3644653,69,13,95661,18362.25,6980,1105,972,1925,110,2560,2549.25
3644673,46,15,165796,23929.5,14317,2730,779,194,300,105,5324.4999
3644723,57,15,114343.2,18050.65,5981,4680,2260,216,100,579,2584.65
3644733,53,11,21385,10371.5,3272,1065,1982,451,171,900,627.5001
3644753,46,15,18745,3355.6,502.5,1950,450,0,0,0,193.1001
3644763,77,14,109771.8,13541.9,4290,3575,1400,344,0,2700,1172.9001
3644793,52,16,90513.8,23560.35,7261,3869,1524,1359,25,1084,5882.3499
3644833,40,11,46331,8642,4702,1365,1569,150,96,211,459
3644843,74,15,7400,4239.5,1489,975,920,0,0,312,193.5
3644883,68,13,220431,11550,3625.5,1755,2417,360,593,33,1744.5
3644903,45,14,71377,13613.25,4507,2470,1571,709,379,1363,2244.2499
3644923,59,12,22516,5429.25,2760,1040,405,82,340,114,478.2501
3644933,42,15,32983.4,9889.1,5080,2400,1650,0,45,0,714.0999
3644963,50,11,15414,7055,3021,2860,300,0,287,0,287.0001
3645033,30,14,76525,13575.3,4616,1300,2388,220,875,1931,1765.2999
3645063,77,11,34647,6182,1962,1820,1607,0,0,513,0
3645083,58,12,35401.4,13695,7145,1540,3370,0,403,0,597.9999
3645093,87,15,18617.8,13249.5,10400,650,671,690,0,552,9
3645113,48,16,127612,22605.75,5357,2600,1742,236,266,2111,7416.7498
3645153,48,13,69300.4,8092.9,3237,1300,1408,244,0,70,1580.9001
3645163,29,14,73226,16561.5,5161,975,5911,239,771,958,1465.5
3645173,79,13,23113,7135,4826,667,45,213,152,1145,0
3645193,38,12,48217.8,8559.9,2772,2730,1605,110,300,0,1002.9
3645203,49,12,43376.8,7595.2,4701,520,832,232,2,157,951.2001
3645243,71,10,25608,3642,783,1300,764,279,6,450,0
3645253,46,16,313394.2,27691.673,3082,7622,2112,1016,286,2799,7482.6732
3645263,66,13,95899.6,21335.5,7737,1745,2659,1103,265,2365,4554.5001
3645313,29,13,22868.2,8498.65,3262,2340,180,2020,0,15,291.6501
3645384,36,13,51040,13038,5458,2535,975,357,317,465,1071
3645393,66,16,39375,20474.5,8839,2665,797,5132,0,1440,581.4999
3645403,42,14,38478,8284.5,4195,1514,619,478,0,140,841.5
3645413,32,12,58613,11163.15,3522.5,2600,1502,611,143,1878,498.6501
3645423,71,11,43373,8228,1616,3055,735,580,35,927,0
3645433,48,11,32614,3539.5,725,1040,1030,0,0,75,669.5001
3645443,59,15,112397.8,21428.287,3117,3126,1545,3205,895,748,4812.2868
3645453,61,12,65047.2,9001.05,4033,1892,378,234,0,200,1396.05
3645463,26,16,7608,8500.7,2779,1569,2827,320,70,0,152.7
3645483,56,12,53341,7911.75,2168,1950,1247,317,40,520,1119.75
3645503,59,13,34501.2,5376.75,2629,650,720,212,0,0,1165.7499
3645573,87,15,36687,5957,4186,520,240,0,0,906,0
3645603,30,15,254839.6,22780.25,12557,1835,1092,1032,50,900,5121.2499
3645623,77,15,114314.2,19585.337,2651,1430,594,5246,67,6013,3109.3368
3645643,57,13,23231,5988.3,3153,1365,130,432,110,117,216.3
3645653,60,14,210498.6,28235.911,4986,2595,1419,514,120,2629,15112.9113
3645663,59,13,24555.8,13246,9011,1469,508,297,77,1824,0
3645683,79,12,38065.4,8236.15,3287.5,650,410,378,136,1139,350.65
3645713,66,15,35311,7061,2776,2496,545,0,141,401,0
3645743,34,12,63617.6,10910.4,4145,1950,2319,480,53,360,1578.3999
3645773,44,11,77237,14629.25,5756,3536,980,240,462,925,1770.2499
3645793,61,13,20936,5637,1912,540,1281,138,86,795,551.0001
3645843,55,13,152717,30460.75,11360,895,5880,4430,280,1451,4544.7501
3645863,47,14,30399,7485.75,2640,520,1380,200,346,1548,841.7499
3645883,39,12,106603.2,16431.8,6600,3345,2294,725,200,428,2307.8001
3645903,30,13,94510.8,19273.6,5642,2730,3099,1666,560,3193,1963.5999
3645913,50,16,55160.2,16955.2,3179,3705,4176,990,298,1175,2196.2001
3645943,33,14,39689,7384.5,3463,1260,1425,75,90,210,695.4999
3645963,18,11,59502.1,34789.25,6185,2035,1948,15,30,200,176.25
3646013,32,13,126407.4,38157.65,14088,9420,6790,1148,1506,270,2880.6501
3646023,46,16,96977.8,28493.85,11030,3940,3337,1940,220,1765,4531.85
3646043,25,16,53416,13550,6748,1755,2430,846,272,182,1052.0001
3646053,24,13,62037,10808.75,3398,1040,1433,0,16,1333,1338.75
3646083,54,13,107303,13429.5,7235,1385,1877,252,309,0,2046.5001
3646093,53,15,21679,4581.5,2052,520,1040,282,28,111,183.5001
3646113,54,12,15861.6,4939.1,2954,585,630,0,0,455,315.0999
3646123,48,12,32430.8,4806.35,1470,520,717,150,50,650,684.3501
3646163,26,11,36574.6,2300.85,411,1326,0,0,0,0,448.8501
3646173,36,15,240017.8,69431.637,22564,8630,21834,3121,660,994,4918.6366
3646183,35,15,88935.6,20991.3,9187,2970,450,4293,446,872,1948.2999
3646213,81,13,32908.8,12170,2253,4355,643,411,2398,1560,153
3646223,58,0,52854.4,8988.4,3598.5,2564,1560,0,0,0,1055.9001
3646233,50,13,77792,11425,4061,1698,2435,144,0,1129,1358.0001
3646253,55,13,33704.8,8596,2153,2470,1850,267,200,901,0
3646263,57,12,19608,1920,970,650,300,0,0,0,0
3646313,44,13,41046,7596.75,3069,910,1875,339,0,276,1067.7501
3646373,42,16,191402.6,55288.087,28316.75,1690,3436,265,449,4255,7756.3368
3646383,65,15,25626.4,10345.2,6057,1209,595,168,48,1516,482.1999
3646403,39,13,46231,11237,5748,2355,1019,417,367,306,847.9999
3646423,56,12,4656,830,0,650,130,0,20,0,0
3646443,51,15,89015.6,15640.25,7293,2860,1149,795,302,20,2176.2501
3646453,54,13,37525.8,7291.05,2467,1885,1635,98,158,223,712.05
3646463,66,15,161076.6,22817.337,7444,4943,1717,2343,491,204,3226.3368
3646473,58,12,20112,4181,984,325,1717,37,0,111,549.9999
3646493,73,16,106502.2,9984,4406,2890,621,322,45,1500,0
3646523,59,12,65139.6,10647.5,3080,2665,1824,962,0,585,1351.5
3646553,31,15,100809,17726.75,7090,1235,2237,409,220,1408,2703.75
3646563,65,10,23888,11298.5,8670,1040,300,30,0,677,229.5
3646573,79,12,16348,2950,225,1300,1350,0,0,75,0
3646593,64,15,93689.4,12238.35,5972,1468,1678,1294,304,920,482.3499
3646613,50,13,69704,28279.5,16081,2645,1439,1580,1250,1400,2684.5002
3646643,57,16,66984.8,10780.55,4190,2146,1705,0,0,1000,1416.5499
3646663,59,12,2100,2963,2339,585,39,0,0,0,0
3646673,50,12,97378.4,25063.837,6951.5,2665,1044,426,0,904,3210.3368
3646703,63,16,23479,6605,2216,1950,330,719,184,1206,0
3646713,30,13,70745,9547.7,3318,1690,1789,390,133,510,1587.6999
3646723,61,12,19913,3745.5,1214.5,780,1117,219,31,128,134.0001
3646733,62,10,8808,5160,2135,1930,1095,0,0,0,0
3646763,40,13,85996.8,28372.2,10418,5220,3500,3790,1214,1700,2010.1999
3646773,63,12,28770.4,11505.7,4959,1950,600,411,0,494,491.7
3646803,60,14,62078,7113.25,1778,1105,993,0,50,1470,1717.2501
3646813,52,12,48059.2,28862.337,9429,2210,2202,719,863,1498,3156.3368
3646823,68,13,47809.2,25622,14207,3540,3503,618,200,2057,0
3646833,34,14,68118,16368.5,4677,2375,2361,908,257,1505,2380.5
3646843,66,15,43519,9702.75,2588.5,2015,2291,309,260,544,956.25
3646853,43,14,78114,23790.75,4426,2420,5318,1470,432,6227,1730.7501
3646893,70,15,126.8,2931,1206,1005,720,0,0,0,0
3646903,77,12,18000,2463,663,715,692,297,0,96,0
3646913,73,11,29296,4128,2937,442,500,0,109,120,0
3646923,26,15,120240.4,16244.587,4386,1937,3695,214,100,200,4962.5865
3646933,51,13,16008,6632,1125,3640,1065,532,60,60,0
3646943,68,16,37186,47480.01,9823,1630,1558,846,170,785,32012.5101
3646953,68,15,73958,11202,4825,2850,1913,90,420,708,146
3646963,64,15,48283,5956.25,3336,650,210,259,0,411,1090.2501
3647043,63,12,53397.4,12458.4,4344,1625,1487,27,415,2337,893.4
3647063,47,16,107522.8,19836.637,8931,2910,1180,320,95,1000,4660.6366
3647073,55,16,234328.6,38056.437,9026,3380,4134,2887,572,2060,5007.4368
3647113,47,13,130474.4,33412.487,6460,4314,11792,1481,700,2875,4450.4868
3647133,29,10,39586.8,8837,4592,1176,169,1271,154,738,669.9999
3647143,25,12,16958,3178,1431,1253,0,0,188,0,306
3647203,58,12,60261.4,11375.1,3008,3445,1368,135,235,631,2263.0998
3647213,67,12,13728,4698,4224,273,0,0,0,201,0
3647223,59,16,225536.2,30082.787,10636,3660,6235,685,99,1680,4587.7866
3647243,40,12,14808,7899,3494,3900,0,180,0,0,0
3647273,47,16,78718,26343.25,14102,3770,3089,1371,250,945,1721.25
3647283,66,15,78717,10609.75,2106,845,2206,335,160,1163,3116.7501
3647293,62,12,104465,13189.25,4206,2919,2640,180,0,768,2346.2501
3647313,47,13,71446.4,9273.95,3296,3098,750,0,38,572,1519.95
3647323,57,10,40430,7884,1275,1365,2822,0,178,479,1349.0001
3647343,38,13,82222.2,14655.25,5774,2470,2219,1027,300,588,1549.2501
3647423,52,12,21162.8,12447.85,7176,1365,3207,187,100,0,412.8501
3647493,52,12,16368,4424.5,1469.5,1170,960,0,182,0,23.0001
3647503,43,15,44886,20984.25,11297,1664,1301,373,115,3024,2719.2499
3647523,69,13,35911.6,7720.8,3740,728,549,360,40,587,439.8
3647543,56,12,24919,4939,2265.5,1625,183,200,0,0,535.5
3647553,22,15,2193,3809.25,1248,1235,0,252,0,496,38.25
3647563,62,13,102822,24329.25,9386,3390,1545,1067,1058,4177,2531.25
3647583,43,12,35357,6073,3421,467,412,495,11,132,765
3647593,61,15,125107,35032.5,10608.75,3470,5855,1128,950,300,4390.7501
3647613,52,10,36592.6,5550.8,1490.5,1075,2210,0,0,0,715.2999
3647643,25,12,74122,18281.4,4521,715,6500,584,0,750,5131.4001
3647663,53,15,67758.4,18449.25,9213,2015,2635,871,330,240,2290.2501
3647673,66,15,19351,5208,2037,728,1386,239,319,470,9
3647683,61,11,37716.8,8138.45,2677,1950,1674,0,155,951,701.4501
3647703,34,13,1292,1078,475,390,0,0,0,0,23.0001
3647713,80,12,16181,7050,2586,1950,1314,357,0,-62,0
3647733,55,12,58464,11416.5,4024,2219,1608,138,45,1250,1731.5
3647743,59,12,96580,19001,2806,1950,1907,7718,0,367,3623.0001
3647763,87,10,4116,8333,1741,780,4720,261,0,831,0
3647773,48,16,102920,35954.75,5635,1326,2027,1610,273,6653,6342.75
3647783,55,15,21960,5117,2303,520,1290,40,92,333,459
3647793,56,12,2328,1610,540,910,0,0,160,0,0
3647813,62,15,127001.4,28792.087,7129,3911,5901,406,174,4558,5494.0866
3647823,62,13,100500.4,25950.5,6543,2530,6369,1361,2802,2435,1435.5001
3647833,40,11,12529,4786.75,1523.5,1235,495,0,0,1170,226.2498
3647843,51,15,260943.6,63393.912,17612,8654,5804,3239,1091,1485,18321.9117
3647853,25,15,12054,5636.5,2083,481,923,0,0,0,229.5
3647863,70,13,111718,31608,13205,1005,8128,279,0,1764,2826.9999
3647873,30,15,76343.6,15118.75,6305,2775,1616,678,482,1230,1685.7501
3647883,22,12,4778.6,2293.9,1162,780,0,196,0,120,35.9001
3647903,49,14,41337,9467,4262,1175,1456,906,0,534,918
3647913,62,14,106615,36423.5,3432,1235,1868,27317,0,120,2371.5
3647923,37,12,199512.2,32416.587,19089.75,2570,5210,750,540,0,4256.8368
3647933,57,13,97210,19569.9,8867,2210,2364,420,292,1800,1996.8999
3647973,52,13,101338,21635.75,9610,3655,4499,568,178,160,2243.75
3647983,49,15,122688,27318.25,7470,2927,2945,1273,247,6294,3913.25
3647993,62,14,60277,8586.25,3158,1755,2400,0,0,0,1243.2501
3648003,78,11,7833,5352,3361,1040,551,0,35,330,0
3648013,45,13,30902.6,6096.7,2324,1140,1325,135,105,28,455.7
3648053,72,12,30408,11165,4028,1320,1138,370,89,3021,0
3648063,53,12,29159,5239.25,1769.5,520,498,0,0,1558,803.7501
3648083,38,16,117445,36500,11128,5940,7928,3774,628,2685,2881.9999
3648103,61,15,21960,4865,3002,585,858,250,0,0,0
3648143,67,13,179726.2,28324.337,8330,5125,1135,5136,105,3791,3529.3368
3648153,59,13,5410,5993,2799,1235,564,65,220,900,0
3648183,51,13,66649.2,14066.3,5003,2034,3331,751,248,415,1458.3
3648193,32,11,41008.4,7107.95,2644,1625,2054,0,0,0,784.95
3648203,43,11,74155,14141,6288,2510,2759,0,171,411,1512
3648223,79,13,27608,8061,5313,1794,330,264,250,60,0
3648243,55,12,162338.6,14770.173,582.5,1755,236,105,77,3825,8018.6734
3648313,71,13,32284,8358.75,3073,2535,1235,570,0,678,267.75
3648333,54,10,16334,3885.25,2650,754,156,0,0,0,325.2501
3648343,52,16,55516.6,16702.85,9314,1040,2338,67,150,510,1133.85
3648363,41,15,43150.4,8817.5,4572,1300,1992,52,220,0,516.5001
3648413,57,15,39458,8756.5,1932,3835,25,425,1432,40,1037.5002
3648423,70,15,61470.4,12949.85,2993,2925,3630,725,0,15,1717.8499
3648433,63,12,17664.6,6144.6,1621,832,578,53,18,2548,438.6
3648443,27,14,19014,4402.5,3235,585,150,0,0,50,382.5
3648483,61,15,219975.6,34419.75,11055,2275,4557,2619,0,6414,4447.7501
3648493,59,14,37467.8,5378.7,829,2146,1020,285,0,0,775.7001
3648503,41,16,46102.4,8394.25,3090,2340,654,0,400,819,441.2499
3648514,28,16,66287,16134.5,2243,2730,3240,332,5350,0,1434.5001
3648533,69,13,6680,15995,12693,507,1134,369,0,708,0
3648543,43,16,81087,13070.25,5067,3900,1074,255,0,900,1874.25
3648563,65,12,25448,9590,3779,1560,2641,380,5,515,510
3648593,36,12,35396,4921.25,1590,2145,0,0,0,0,478.2501
3648613,54,14,225669.2,39749.887,19850,1810,5070,1050,281,174,10619.8866
3648623,62,14,144747,10185.75,2937,585,2800,342,0,531,2390.7501
3648633,45,11,26006,5357,3030,1690,90,180,40,0,197.0001
3648663,62,12,52395,8732.6,4366,1586,660,567,141,535,817.5999
3648673,44,13,80726,22053,6536,2863,1395,2300,90,4559,3756
3648733,59,11,53343,10303.75,2585,2335,2314,378,0,740,1210.7499
3648763,53,11,41085.8,10628.6,2019,3640,2952,270,5,165,1397.6001
3648773,61,14,11539.2,13051,3179,2470,4140,1525,240,972,0
3648793,40,14,40352.6,12372.7,4488,2022,3093,345,703,300,921.6999
3648883,38,13,63970.6,19042.5,4746,3920,2403,4176,506,778,1383.5
3648933,80,16,136804,28079,13086,2925,1087,1800,153,5439,2601
3648943,65,14,24891.6,11694,3388,1683,1752,1596,0,1863,420
3648963,52,13,55295.2,22832.05,5933,2470,4168,3394,752,1720,1858.05
3648983,36,15,3833,10264,5090,2145,2334,0,147,0,87.9999
3649023,18,11,700,5625.5,2112,1755,1119,0,0,600,9.5001
3649043,53,13,11812,2272,1595,390,16,0,0,267,0
3649053,43,16,42518.6,12106.55,3217,1773,2203,1050,241,1319,791.55
3649063,75,12,23296,8046,5342,1035,1006,337,102,0,0
3649073,43,16,119912,15028.25,3306,845,3160,1190,300,2145,3622.2501
3649083,68,15,43914,10144.5,3512,871,2682,759,87,1849,318.4999
3649093,31,14,41621,6952.75,3515,455,1111,0,50,943,860.7501
3649144,43,16,62970,16756.8,8230,2924,1475,690,554,840,1193.7999
3649173,43,12,64995,18133.75,9253,1725,736,135,541,1855,2318.7501
3649213,41,16,148665,32781.587,8413,3110,5647,2210,277,5506,3847.5867
3649223,68,12,23513,4155.75,1965,806,900,0,140,0,248.7501
3649283,45,14,94687,15686.75,4015.5,1950,3213,483,0,828,5074.2501
3649293,58,13,36014,4745.5,388,260,832,93,0,414,994.5
3649303,36,11,11163,2376,1081,1040,0,180,30,0,0
3649323,49,15,97886,23755,8593,2245,6612,351,0,2816,2587.9998
3649353,51,16,217893.8,58173.437,21365,8970,4660,3018,1270,3200,4295.4366
3649423,70,15,24000,5636,3330,1690,190,0,0,426,0
3649443,33,12,38065,12154.25,5662,2600,600,24,330,0,888.2502
3649463,49,15,118066.4,30278.35,15961,3085,3027,1026,680,1179,3287.3501
3649523,59,12,81463,24646,6038,1295,7288,1139,440,3819,4002
3649543,59,15,99627,8973.5,3579,2340,855,0,0,0,2199.5001
3649563,87,13,0,4400,3294,1106,0,0,0,0,0
3649573,54,12,36005.6,16710.2,12433.5,650,1620,0,0,856,675.6999
3649583,29,13,36259,8243.75,3244,1755,657,218,240,643,1376.7501
3649643,21,12,50006.8,16603.3,8785,5430,500,390,357,0,829.2999
3649653,55,13,196349,24578.337,8958,4355,4200,546,263,1000,3706.3368
3649663,59,12,12156,15317,6526,2800,2791,480,390,1602,357
3649683,87,13,27182.6,15704.55,6436,2680,3225,350,737,538,229.5501
3649703,44,15,217320,74692.4,58680,3630,4712,414,106,3783,3367.4
3649713,53,13,807,6334.25,3702,455,1139,600,0,364,14.25
3649723,62,12,42784.4,14504.15,2461,2405,3816,80,60,18,893.1501
3649743,59,14,31777,8223.25,2413,780,1294,40,0,1230,631.2501
3649773,47,16,61911.1,143459.75,17863,5609,31750,3588,1308,2595,235.7499
3649793,87,11,16408.8,3341,1500,520,60,268,10,907,0
3649803,72,10,17376,4947,1993,1105,470,231,120,378,0
3649823,70,16,90481,17464,5600,4048,725,246,0,967,3606.9999
3649833,65,14,84175.4,11307.55,2443.5,1755,426,515,126,2217,1971.0501
3649853,63,15,83047,3662,2233,910,150,231,0,10,0
3649863,50,12,86881,15701.5,4095,3089,2878,2144,432,104,2062.5
3649883,54,13,7530,3734,2100,1131,99,0,69,20,134.0001
3649903,62,11,9714,4429.5,2894.5,880,190,0,7,0,48
3649953,54,14,121577.2,10775.367,1597.667,503.3333,2592,164,136,1432,4234.3666
3649963,58,12,25166,3139.333,1128,511.3333,291,70,70,485.3333,357
3650013,32,13,48651.6,5905.058,1855.333,607.3333,645,0,232,0,2485.3912
3650033,34,11,1675.2,2043.333,1220,650,0,0,0,0,0
3650053,61,13,27109,3899.167,1742.667,459.3333,200,257.333,108,69.3333,382.5
3650113,44,11,58948,9603.333,2234,1606.6667,3010,576,180,1100.6667,686
3650133,62,15,67348.4,9567.2,2580,1040,723.333,458,312,3048,936.5334
3650143,34,13,72053,7505.224,1872.667,2173.3333,760,0,0,490,2079.2244
3650153,55,12,17004.8,1986.867,381.333,260,710,0,0,340,226.2
3650183,35,15,103729,19261,12682,1854.3333,1826.333,67,150,767.3333,1541
3650203,37,12,63832.4,5985.7,3580.333,1211.3333,0,0,0,0,1054.7
3650213,30,16,93508,12520.167,4552,1570,1753.333,364,80,1396,2178.1668
3650243,65,16,130306,13541.333,2560.667,1343.3333,2720,1282,395,1943.3333,1760.3334
3650263,64,16,57465.4,7346.333,2509,1340,896.333,246,0,1610,371
3650273,32,12,96556,14302,4293,3723.3333,570,1114,775.3333,1402,1981
3650313,87,13,29547.2,8389,5922,1170,0,179,0,708,0
3650353,26,15,51512,7189,4193,510.6667,777.333,124,0,635.6667,908.3334
3650363,78,10,43370,5375.767,2977,995,726,189,30,0,250.7666
3650373,31,12,15061,2759.333,1596,910,131,0,0,0,122.3334
3650383,60,11,70274.4,5755,840,1473.3333,2240,0,0,208,993.6666
3650393,31,15,66862,9162.667,616,1665,2732.333,356,147,264.6667,2377.3334
3650433,35,11,36924,5832.667,1342,2426.6667,286.667,80,271,0,313
3650443,25,15,120722,5923.5,1912,1070,237,135,142,35,1639.1666
3650453,31,12,41786,2999.5,883.333,953.3333,433.333,0,0,0,433.5
3650463,56,16,117705,12097.8,1482,1542.6667,3681,1296,0,774.6667,1958.1334
3650513,52,16,276983.8,33439.949,10598.5,3746.6667,6011,4889,1580,45,4276.7822
3650523,67,13,36752,5286,2061,650,531,198,410,1160,204
3650543,31,15,102450,15273,6477,1560,1859.333,0,570,600,1402.6666
3650553,60,12,34042,6559.833,4130.333,910,1085,0,0,52,382.5
3650563,64,12,73806,13041,4140.667,802.6667,894,348,22,2200,4200.3334
3650603,33,15,80111,9886.333,4075.333,1194,2391.667,0,0,374,1754.6666
3650613,45,16,249312.6,31170.274,11633.333,1950.6667,3903.333,2933,152,948,8463.941
3650643,67,15,26208,7417.667,4018,1057.3333,1716,73,0,0,0
3650653,37,13,46413.6,7039.333,3075.333,1473.3333,1585,0,28,480,397.6666
3650683,66,12,17884,1699.333,982,216.6667,0,0,30,0,0
3650723,63,12,9678,978.667,602,346.6667,0,0,0,30,0
3650743,36,15,105947,12773.667,5198.667,2376.6667,1245.333,639,65,1440.6667,1753.6666
3650753,61,16,19690.2,8507.333,4267,996.6667,610,217,130,1860,90
3650793,65,13,34750,3175.667,776.667,303.3333,990,196,0,171,390
3650853,31,15,50451.8,5105.4,2298.333,823.3333,830,0,55,160,768.7334
3650913,32,14,172258.6,15416.167,7231.333,1994.6667,1400,366,0,2535.3333,1648.8334
3650933,36,13,66871,10524.033,4292,1560,1632,188,632,1256.6667,723.3666
3650943,72,15,85461.4,10138.8,5649.333,1014.6667,611.667,525,94,214.6667,1002.4666
3650953,60,14,27185,6625.333,1273.333,1274,822,16,159,2546.3333,463.3334
3651003,67,12,99614.6,9246.5,4815,3880,183,60,0,80,76.5
3651033,68,13,63574,6989.167,1993.333,606.6667,2642,98,0,856,743.1666
3651043,78,13,26568,2716.333,1273,520,80,458,0,380,0
3651083,74,13,32083,3509,2451,390,180,180,75,54,0
3651113,74,15,10368,4276,3402.667,433.3333,370,0,0,70,0
3651153,65,12,22971,3568,1916.667,780,370,0,0,0,60
3651173,32,10,32552,5102.833,2983,1603.3333,0,210,0,0,266.5
3651193,79,15,33727.2,6129.333,3890,1300,100,246,0,400,0
3651203,33,14,42402,7344,2699,1430,1042,0,278,260,1235
3651223,75,15,7576,8834.333,4026.667,1755,1712.667,304,310,697,0
3651233,65,12,43015.8,3738.367,1888,260,623,127,40,260,540.3666
3651243,41,13,46166.4,7349.233,2496.667,379.3333,440,581,1600,300,847.5666
3651253,62,12,111052,12229.167,5873,1993.3333,684.667,761,216,0,2295.1666
3651283,72,13,21484.8,3849.667,1787,1213.3333,436,130,80,110,0
3651293,27,15,43796,6413.167,3311,1213.3333,607,0,48.6667,560,639.8334
3651303,82,12,16678.8,7771.667,5624.667,52,890,0,86,754,0
3651323,29,12,51812,10554.333,5600,2860,980,0,22,544,548.3334
3651333,59,11,10860,2293.667,1429,693.3333,0,152,0,8,0
3651343,49,10,9904,4823.333,1244,1040,2012,109,243,72,3.3334
3651373,87,12,29622.8,1296.667,483,216.6667,120,0,0,144,3
3651423,49,12,47656,11654.167,4232.667,2211.6667,1399,690,175,1648.6667,1173.8334
