NEWID,Age,Education,Income_AT,Expenses,Housing,Food,Transport,Entertainment,Apparel,Health Spending,Personal Insurance
3605354,65,12,13053.6,1394.333,288,828.3333,0,0,3.3333,0,0
3605364,27,15,115999.2,10115.617,3260,1170,643,203,2769,1183.3333,778.95
3605414,72,15,30753.6,3602.167,1913.333,1235,25,0,0,140,171.5
3605454,50,15,2999.6,3144.667,2748,346.6667,0,0,60,-10,0
3605474,53,12,28257,4472.333,1541,656.3333,1476,340,0,180,204
3605484,71,13,2755.6,1116,407,455,150,72,0,30,0
3605524,55,15,69336,3996.5,1412,563.3333,1192,0,0,217.6667,478.1667
3605544,62,16,63721.2,3161.017,956.333,476.6667,232.333,68,0,824,548.35
3605624,61,12,26612,2427.417,1307,498.3333,64,72,180,52,119.0833
3605674,52,11,68962.8,4072.567,1790,824.6667,878,8,0,0,420.9
3605684,74,10,62786.4,2137,476,738,400,59,0,3,214.6667
3605704,65,14,24373,1242.917,385,325,185,40,0,31,140.25
3605784,39,16,122447,6783.417,2494,1300,485.667,308,430,394,855.0834
3605814,64,14,69821.2,4551.35,1054.667,736.6667,882,104,0,725,629.0167
3605854,80,15,21800,2065.333,822.333,403,371,54,12,291,0
3605874,66,15,133580,11318.5,2206.667,1000,221.667,156,424,1008,859.5
3605894,27,15,58810.6,4916.95,1605,1100,925,0,107,203,910.2833
3605914,42,15,75741.8,4444.779,1096,563.3333,360.667,356,93,604,1036.4456
3605944,82,16,48016,4033,1058.333,411.6667,1724,106,0,125,0
3605974,76,12,49893.6,6249.667,2240,1331.6667,1179,63,0,1046,0
3605994,56,16,173870.6,5413.25,1516.333,910,848,69,0,0,1189.9166
3606004,45,13,94998.8,8322.933,4223.667,772.3333,1208,227,0,438.6667,763.6
3606034,74,14,18192,1026.667,326.667,229.6667,246,0,10,99,0
3606064,62,12,66657.4,3481.167,1353,173.3333,938,123,0,260,633.8333
3606104,70,12,18408,989.333,140,411.6667,357,20,0,0,0
3606124,54,15,68066.8,4511.8,2326.333,1018.3333,431.667,79,0,0,489.8
3606144,62,12,77624,7482.083,2079.667,736.6667,422,901,0,1364.6667,1516.0834
3606174,20,12,153448.8,10557.45,4523.667,707.6667,1649,362,110.3333,550,1183.7833
3606224,21,14,75354.6,7538.633,1468,1040,3590,86,0,267,545.6333
3606244,30,12,65479.4,5870.283,1248,1340,2010,440,0,175,439.2833
3606254,52,13,56416,2609.75,526.333,801.6667,180,162,0,180,296.4167
3606274,71,14,40170,3625.75,2017.5,975,329,0,0,44,183.5833
3606284,50,12,152954,7881.333,2646.667,966.6667,1469,459,120,792.6667,1177.3333
3606294,71,12,65752,1857.333,881.333,433.3333,60,71,0,320,0
3606304,62,13,86498,4007.5,744,1016.6667,455,220,0,294.3333,1223.5
3606314,66,15,54054.4,2813.483,1998,483.3333,71,63,0,2,176.15
3606334,25,15,9625.2,2296.667,870,628.3333,705,30,50,0,0
3606354,57,14,13488,1971,954,260,459,94,0,204,0
3606384,65,12,76181,3974,1545.667,1083.3333,100,40,40,131.6667,600
3606414,61,16,192509.6,7420.217,2081,1386.6667,1841,125,0,221.6667,1467.55
3606464,58,12,1909.4,907.983,420.333,303.3333,40,133,0,0,11.3167
3606474,64,15,116720,11616.417,6423,1373.6667,1167.667,198,16.6667,268,1869.4166
3606484,23,13,7510.6,1739.667,600,411.6667,720,8,0,0,0
3606494,19,13,3253,123.5,0,47.6667,51.667,5,0,0,19.1667
3606504,66,12,7872,1340.667,567.333,433.3333,95,119,16,30,0
3606514,41,14,31785,4927,1246.667,474.3333,491.667,0,354.6667,1095,234
3606524,26,12,16882,2442.333,282,1430,0,657,33.3333,0,0
3606544,71,16,67547.2,10857.55,4895.667,326.6667,2546.333,222,6.6667,2449,271.2167
3606554,33,14,29754.2,1644.383,1022,130,85.667,0,0,112,208.05
3606594,69,12,15264,744.333,278,173.3333,100,0,6,187,0
3606604,62,15,95853,7678.25,3206.667,606.6667,166.667,116,0,1552,1715.25
3606614,19,12,28485,1583.5,1069.667,173.3333,106.667,8,25,0,165.8333
3606624,43,14,108439,5328.5,1411.667,325,1026,206,0,755.6667,885.1667
3606634,43,16,139812.2,14644.779,5037.667,2481.6667,3258.333,1223,935.3333,385,1036.4456
3606654,57,11,210952.6,7229.333,2643,953.3333,529.667,45,0,811.6667,1084.6667
3606664,57,15,20542.6,2651.133,946,520,500,125,0,450,110.1333
3606674,63,12,83029,5388.583,2691.333,476.6667,1510,105,0,0,586.5833
3606694,37,12,53897,2272.667,288.5,900,174,56,300,173.3333,336.8333
3606714,30,14,110005.4,9793.7,2861.333,1583.3333,1559,2094,29.6667,650,816.3667
3606724,56,16,194637.8,4676.912,762,1046.3333,825,0,0,325,1366.9122
3606734,48,12,126,2545.333,1383,823.3333,80,69,0,90,0
3606744,49,13,123023.2,4779.133,1320.333,953.3333,720,186,125,325,980.4667
3606764,22,14,16956,2710.75,2150,151.6667,245,27,20,0,102.0833
3606774,56,14,32521.2,1292.133,680,86.6667,80,140,16,0,228.8
3606804,53,16,193721.6,7612.583,2558.667,938.6667,526.667,110,0,494,1047.5833
3606824,54,13,38892.4,2381.567,1298,303.3333,252,11,0,80,437.2333
3606834,44,13,21913,1808.667,408,476.6667,781,0,0,49.6667,0
3606864,56,15,271948,12591.362,3761.25,1018.3333,3571,1478,80,866.6667,1642.1122
3606874,56,12,23765.8,4219.183,1404,606.6667,225,116,371,1200,156.5167
3606884,48,15,37068,3808.25,2045,801.6667,120,55,0,266,191.25
3606904,62,12,46330.8,2688.117,1260,290.6667,777,10,0,0,343.7833
3606914,40,13,74525,5698.5,2587,260,1503,246,0,325,637.5
3606984,40,16,180009.6,6715.5,3392.333,520,758.667,0,0,0,1876.1667
3606994,69,12,13170.8,1754.667,975,554,0,0,0,57,84
3607014,25,15,18901,1653.333,870,758.3333,0,15,0,0,0
3607024,73,13,23832,3285.667,1573.333,601.3333,220,493,0,38,100
3607034,72,12,13605,1143.667,756,212.3333,17.333,131,8,15,0
3607064,73,11,19590.6,2606,937,346.6667,811,63,0,435,0
3607084,76,11,10246,557.333,310,203.6667,37,0,6.6667,0,0
3607104,29,11,37667.4,1769.217,455,693.3333,215,131,32,0,242.8833
3607114,23,14,79508.8,5608.2,2195.667,1032.6667,1310,120,0,216,465.5333
3607144,56,12,1370,824.833,304,411.6667,22,84,0,0,3.1667
3607164,87,11,69028.2,1729.95,960.333,322.6667,100,0,0,65,281.95
3607204,23,13,38853,2486.167,366.667,541.6667,519,30,54,325,223.1667
3607224,36,15,99778.2,6774.112,2152,715,1703,120,0,0,1584.1122
3607264,61,13,56708,4723.25,893.333,1148.3333,418.333,160,0,407.6667,292.25
3607274,50,15,61347,5087.833,1652,875.3333,539,117,0,1095,639.5
3607324,44,12,63234.6,2746.583,801.333,693.3333,305,0,96.6667,216,469.25
3607334,70,11,15910,1844.667,1134,346.6667,0,12,0,109,0
3607374,57,14,34306,5145.5,1564.333,433.3333,150,135,825,100,229.5
3607384,49,11,3907,4493,702,1041.6667,1352,753,274,0,15.3333
3607404,39,16,53913,3452.75,1093.333,520,168.667,375,106.6667,499.6667,462.75
3607414,26,0,40330,2135.833,648,260,659,0,60,199.3333,229.5
3607434,25,13,29566.2,2923.5,1236,436,280,47,0,649,197.8333
3607464,62,13,48134,3335.483,1823.25,476.6667,568,80,0,0,344.2333
3607474,60,16,5000,5631.833,901.5,2058.3333,935,89,213,505,0
3607484,34,16,66397,4993.167,2529,606.6667,40,91,0,1148.3333,478.1667
3607494,26,12,52295,2079.917,725.333,606.6667,280,90,0,0,337.9167
3607504,56,15,62553,7255.833,2316.333,601.6667,1112.667,1495,30,355,944.1667
3607514,70,15,41678.4,3428.333,1430.667,1256.6667,120,180,11,190,0
3607524,67,10,51298.8,3144.767,1848,346.6667,448,140,0,218,119.1
3607534,40,11,83573.2,3675.567,2177,476.6667,310,84,0,0,547.9
3607544,52,16,55534,2942.25,975,368.3333,401.667,21,60,539.6667,446.25
3607554,60,13,60087.6,2405.667,867,628.3333,222,150,0,0,485
3607574,56,15,171132.8,5892.612,3662.5,281.6667,62,103,0,552,1186.4456
3607584,65,14,77788,5200,1051.667,476.6667,2344.333,90,0,20,350.6667
3607594,68,12,34192,2862.5,349.167,693.3333,200,112,0,1000,0
3607614,57,12,2372,568.667,247,26,115,0,54.6667,4,120
3607634,71,16,1000,2302.417,1490.667,238.3333,286,60,0,161,6.4167
3607704,61,12,34972.8,1688.333,335,303.3333,150,0,0,800,0
3607734,51,13,72073,2568.833,1288.333,260,120,147,0,0,586.5
3607754,61,13,118922,10063.717,503.333,957.3333,1477,275,120,150,392.05
3607794,52,15,87776.8,14957.833,11686,910,970,130,16.6667,176.6667,855.1667
3607804,21,13,54181,4329.167,166.333,728.3333,1482,78,30.3333,0,376.1667
3607834,43,15,104910,9032.5,3329.667,1196.6667,2914,131,0,75,1310.1666
3607844,16,11,112338,7673.083,2756.667,548.3333,152,0,430,2048,1018.0833
3607864,87,11,55608,963.333,486,121.3333,243,103,0,0,0
3607874,59,12,1480,613.833,347.167,216.6667,50,0,0,0,0
3607894,38,13,60697,11511.133,6164.667,1278.3333,1328.333,935,56,40,615.8
3607914,49,15,93935,5071.833,2775.667,267.6667,351,141,0,5,1445.5
3607944,53,16,225166.6,18163.112,6449.667,1264,1961,555,0,418,3102.7789
3607964,41,12,14074.2,1896.667,1307,173.3333,41.333,141,0,117,107
3607984,52,15,54627.6,4218.462,1645.833,715.3333,317,0,0,30,1195.1289
3608014,87,12,16008,955.667,428.667,65,10,37,0,30,0
3608024,62,12,22548,2451.667,1319.333,758.3333,50,214,0,75,0
3608054,72,12,32008,19751.5,1519.333,978.3333,120,1844,476,294,33.1667
3608104,35,16,190630.6,29463.029,6258.25,1170,16776.667,2763.333,6.6667,1200,1036.4456
3608114,57,15,241659,5334.779,1886,780,370,159,16.6667,66.6667,1036.4456
3608124,27,12,49880.8,1117.9,625,0,0,0,0,0,492.9
3608164,77,13,21012.4,1236.983,814.333,160.3333,105,80,0,62,15.3167
3608174,53,11,55863.8,3662.95,1555,975,566,130,0,108.3333,328.6167
3608194,52,15,156416.2,9021.946,4181.333,1191.6667,100,280,600,750,1673.9456
3608204,80,13,-924,878.833,565.167,195,20,57,0,35,0
3608234,68,14,46963,5552.75,1287.333,931.6667,1752,226,15,187,102.0833
3608254,31,15,136617,7600.333,4140.667,455,994.667,0,0,428,1423.6666
3608264,60,14,51137,2960.833,453.333,520,1245,0,0,216.6667,382.5
3608294,62,13,12860,3718.75,1521,281.6667,1190,193,0,13,165.75
3608324,87,13,16548.6,1900,1106.667,468.3333,75,120,0,55,0
3608404,35,13,42754,3766,1169.667,1188.6667,1063,59,0,25,140.6667
3608424,32,16,58046.8,4162.4,1698.333,700,788,81,71.6667,250,403.4
3608444,49,16,86734.8,7069.35,2157.333,975,386.667,441,1106.6667,520,1127.6834
3608464,59,11,96349,3909.083,991.667,866.6667,390.333,30,80,376,1081.0834
3608484,52,13,135085,10004.762,2384,1213.3333,2835.333,416,150,530,1789.4289
3608494,46,15,58347,3026,473,606.6667,1062,150,60,39,138.6667
3608564,38,15,27000,1809.083,729,281.6667,150,68,0,286,159.4167
3608584,65,16,11887.4,1748.333,453.333,520,60,40,0,360,0
3608604,58,16,85474.8,6830.15,2330.667,368.3333,2337.333,19,0,144.6667,1599.4833
3608614,80,12,29469.2,3253.333,1094,1018.3333,128,93,102,465,300
3608624,75,12,30886,2374,435,1126.6667,307,160,0,52,0
3608654,37,13,11847.6,976.667,366.667,606.6667,0,0,3.3333,0,0
3608674,17,11,45299.6,3270.517,1845.333,780,350,0,0,0,275.1833
3608694,71,16,17588.2,8353.583,6067.333,316.3333,658,0,0,162,444.9167
3608714,43,16,100579.6,5290.117,1673,108.3333,1903,247,0,332,966.7833
3608724,58,15,141043,10637.083,2815,2210,408.333,660,16.6667,630,1083.75
3608734,56,15,79575.6,3775.55,762,498.3333,820,144,66.3333,335,599.8833
3608764,60,15,100131.6,7279.446,5118,388,0,0,0,700,1036.4456
3608774,71,16,145861.6,8293.446,3633,996.6667,1797,62,8.3333,680,1036.4456
3608784,66,15,49393,2699.8,1018.333,562.6667,214,112,0,408,105.6333
3608804,34,13,40836,3237.133,1487,606.6667,375,0,0,435,283.4667
3608824,29,13,63749.2,3066.65,1253,563.3333,630,124,0,0,424.65
3608834,22,13,28730,2356.333,635,406.6667,173.333,161,453,0,204
3608864,58,12,29677,2860.75,1860,346.6667,240,328,0,0,86.0833
3608884,78,13,25084,4203,3307.667,199.3333,40,313,0,298,0
3639433,36,15,104098,24685,8870,4757,2607,633,1000,2293,2295
3639443,56,13,41492.6,11933.75,3458,2600,2374,30,21,2395,815.7501
3639453,57,12,2402,1197,662,325,15,0,0,0,0
3639533,54,14,48831.6,6882.15,3210,2146,0,0,120,0,1008.15
3639543,70,12,21300,2845.5,556.5,650,189,228,0,394,553
3639563,66,16,26555,15501,9130,1985,2868,558,452,298,0
3639593,55,0,46110,12935.15,8492,2730,538,135,0,0,925.1499
3639613,72,12,61525,9586,4079,351,740,303,326,1098,329
3639623,64,15,20239,5411.25,2097,975,1457,100,130,0,532.2501
3639633,65,14,169030,6370.25,2873,277,641,433,48,657,1146.2499
3639663,19,12,52586.4,19885.75,3036,1745,12425,131,962,100,946.7499
3639733,53,13,83767,12032.5,1981,2990,2466,473,20,390,1912.5
3639753,30,15,42486,7555.25,2276,2015,565,78,150,975,956.25
3639773,87,11,18448.8,3065,1944,650,291,180,0,0,0
3639793,52,16,193590.6,32800.337,6992,2210,3551,848,0,690,3109.3368
3639813,29,15,44006,11040.75,4135,1379,1325,755,210,1160,936.75
3639833,82,12,12108,2817,1044,1105,299,0,0,300,69
3639873,60,15,168058.6,29696.337,11427,3362,8841,314,700,651,3241.3368
3639903,53,16,238417.3,15918.337,3377,4875,3581,270,0,126,3109.3368
3639913,46,14,110734,18949.75,3799,3725,3737,1547,290,2470,3127.7499
3639943,50,12,51044,11301.75,3593,2015,2075,1308,100,430,1735.7502
3639973,71,15,74717,10258.25,3767,1660,1315,433,170,1088,1243.2501
3639993,32,16,153872.6,21382.337,6262,4301,1859,2614,2434,100,3217.3368
3640003,87,13,11760,3231,2001,1040,30,36,12,0,0
3640043,74,16,19451.2,12695.5,1427.5,2210,1021,155,118,2914,600
3640053,32,16,160267,30262,15919,2195,2673,466,614,1298,6211.9998
3640063,51,13,4180,3053.55,1141,273,1450,85,0,0,104.55
3640103,70,13,58485.6,7099.75,1438,1300,1235,360,0,1428,498.75
3640113,45,14,46881,21437.75,7373,975,10015,210,0,130,1082.75
3640133,58,12,78451.2,14014.337,1965,1820,2841,235,259,312,4327.3368
3640173,45,16,312176.2,67516.087,13182,9620,6097,1240,3951,3810,5647.0866
3640183,59,13,15726,15655.5,1195.5,2080,1332,9872,203,0,909
3640213,62,13,116220.4,13472.15,4131,715,3516,438,0,1622,2230.1501
3640263,87,12,9420,1385,480,260,0,255,0,390,0
3640283,50,11,8196,2116,861,481,399,0,270,0,0
3640303,55,15,84427,20625.75,5811,4300,3240,987,635,435,2847.75
3640343,49,13,50957,11715.75,4905,1820,1647,316,0,455,2302.7499
3640363,56,14,51351.8,10978.4,4183,1580,2091,231,0,1482,1241.4001
3640373,39,15,7100.2,6712.45,3542,806,842,869,26,337,206.4501
3640393,42,12,24208,3544,1764,1300,0,0,0,0,480
3640413,34,15,77968,19714.25,6148,2100,7400,490,920,600,1721.25
3640423,60,14,2277.6,2562,1730,585,240,0,7,0,0
3640433,60,14,36222,6910.5,1563,1560,1881,0,16,240,752.4999
3640443,75,12,45490.8,4466,1993,1040,855,215,0,363,0
3640453,53,13,105652,22524.25,8261,2000,3185,1359,554,2880,2295.2499
3640483,19,13,38368,11126.5,2480,1690,1815,941,0,0,1131.5001
3640493,79,13,43212,5212.5,977.5,2145,1390,180,0,520,0
3640503,26,13,45356,7767,3630,975,480,0,100,830,1052.0001
3640513,39,16,67529,14607,3910,1790,181,1288,405,1200,5709
3640523,22,14,108133.8,8737.65,2305,1950,1114,0,294,0,3059.6499
3640533,75,15,58668.6,8061,2653,2405,1794,513,75,386,0
3640613,38,12,45779,8954.25,2667,1755,1440,150,160,1050,937.2501
3640633,57,12,85035,13566.5,6188,1660,376,1122,175,1677,2106.5001
3640663,60,12,95519,12741.45,3685,1040,3669,1595,0,663,1764.45
3640683,45,15,33553.4,5161.35,2922,1164,0,0,0,0,747.3501
3640703,66,16,52990,7224.75,1807,1300,1543,494,100,543,1185.75
3640743,43,15,163973,20860.75,8631,2920,2575,661,527,2107,2963.25
3640763,76,12,1,6304.5,2001.5,715,1188,802,0,400,0
3640773,72,13,42026.4,7808,5162,455,1167,368,65,542,9
3640783,40,15,73087,20698.25,5101,2626,2014,480,267,5031,3281.2501
3640793,56,16,411373.4,40888.673,16970,5265,1748,180,277,1700,11468.6733
3640803,29,15,82767,11027,2186,2223,1465,43,0,2895,1854.9999
3640833,56,15,60040.6,11828.15,5428,1675,967,1243,95,143,1247.1501
3640843,46,15,105687.8,22670.5,9985,2375,2445,753,327,3715,2285.4999
3640853,56,13,119970,18712.75,9989,1495,2758,281,40,1300,2849.7501
3640873,70,13,95838,13241,2514,3830,1815,50,148,2357,395
3640903,46,16,80735,18238.75,9556,1910,1185,1839,500,0,2508.75
3640973,36,15,118559,23934.75,7239,4493,2686,1854,277,1769,4564.7502
3640993,41,13,50049.2,25630.4,11798,2994,3698,4456,770,584,980.4
3641014,38,12,98078,17033,6114,2063,2325,1565,76,150,2899.9999
3641033,75,12,28971,6921,2054,1834,1015,0,58,1699,0
3641043,73,15,53916.6,11880,3998,2070,480,1906,175,1179,0
3641063,35,15,71073,19551.5,5730,1808,4056,3072,350,2350,1494.5001
3641083,43,11,55204.2,11321.45,5434,2440,1060,0,100,1015,1092.45
3641103,37,13,31924.4,7418.55,655,2600,900,0,0,0,704.55
3641113,60,14,61336.4,13265,7620,4090,1097,413,0,0,0
3641133,57,13,97331,16289.75,7411.5,1795,1755,655,0,1872,2430.25
3641143,56,12,31334,13204,4134,3900,2449,267,0,0,2424
3641153,74,13,98660,41933.75,13157.75,1595,21880,2268,186,1212,0
3641203,35,16,177024,51684.25,32186,4210,8670,471,818,783,4016.25
3641213,28,15,36429.6,11389.35,7771,1755,755,101,340,0,667.35
3641243,61,12,37953,6695,1146,1963,2337,345,0,150,240
3641263,33,12,66365,12535.75,5818,1950,1680,263,20,0,1644.75
3641283,59,16,117843.8,69921.26,15514,6619,5178,1876,1764,2717,34914.2602
3641303,27,15,46277,12620,3867,2000,829,909,310,513,2652
3641373,34,15,13425,4107.75,303,2860,300,150,0,186,248.7501
3641383,20,12,15434,9655,1965,3980,1815,300,529,90,306
3641403,87,11,20200,3316,986,845,64,0,0,156,0
3641413,30,14,21785,8263,2330,1755,1340,122,235,537,918
3641423,55,13,16472.6,5116.75,1931,780,0,378,128,48,28.7499
3641433,67,15,17108,4814.5,1237.5,1430,303,1094,0,0,0
3641473,56,15,123835,60746.097,4317,3452,2183,440,320,3307,44968.0967
3641493,74,15,27023.4,5152,1601,845,569,19,7,291,0
3641503,80,13,18695,3588,1137,1300,0,291,120,440,150
3641583,80,15,31408,15142,9857,1365,497,375,233,675,0
3641643,51,10,11715,4083,2293,1170,0,230,0,0,0
3641653,74,12,51755.4,8458.05,1882,2925,2795,51,0,60,655.05
3641673,48,16,83816,36918.4,14701,3130,2622,2124,1011,870,3824.4
3641683,55,15,53756,8213.25,3883,1196,767,136,0,675,1243.2501
3641743,32,15,41309,12457,5703,1813,1405,984,178,555,899.0001
3641753,43,14,65574,19256.5,5412,4056,4754,2819,84,0,1258.5
3641803,67,14,19464,4056,3040,650,30,5,84,0,0
3641813,72,14,73847.9,17946,8362,2488,2925,3585,83,0,0
3641823,29,14,103399,13382,2944,1390,3090,1595,230,813,2295
3641853,59,15,124941,28739.75,3944,2619,4490,5045,533,2536,6938.7502
3641873,59,13,92201,22852.5,6744,4404,4288,1044,667,1173,2316.4999
3641913,34,14,66993,18825,4753,4109,3596,827,20,1025,2907
3641923,65,15,123488.6,21467.425,4415,3218,887,200,0,975,11772.4248
3641933,51,14,29760,9483.95,3858,819,1813,199,0,907,642.9501
3641943,31,12,30770,3899.25,558,1885,385,0,560,3,478.2501
3641993,45,16,39996,10125.25,3750,715,769,552,414,572,3173.25
3642003,51,11,127649,9567.5,1400,2340,1350,300,100,1300,2677.5
3642013,21,11,3106,3671,1718,585,740,472,0,0,0
3642023,87,13,31355.6,5290.55,3842,325,60,222,0,273,249.5499
3642033,70,14,68184,9673,4085,1521,836,423,150,1121,983.0001
3642053,45,14,52722,13518,5367,1820,3402,285,0,1516,765
3642063,63,14,33008,8527,1420,1495,1576,315,0,2575,0
3642093,71,16,141024,39685.5,4703,2600,18669,1050,100,3250,5678.5001
3642113,67,12,10392,2345,1339,325,0,194,52,12,408
3642173,87,12,75562.4,5657.8,1210,1075,1000,300,331,735,186.8001
3642193,47,14,92585.8,19395.037,6126,2925,3062,797,337,1086,4192.0368
3642203,82,15,0,13880.5,2493,0,1410,365,0,296,114
3642213,87,12,63554,19098,12530,540,1386,0,0,3182,0
3642243,26,12,78699.4,12120.25,3701,2215,3201,255,0,612,1716.2499
3642253,34,15,38540,10842.25,4743,585,2319,236,114,153,2067.2499
3642293,87,11,28099.2,17855,1532,455,230,283,113,4464,0
3642303,29,15,40707.4,11445.25,3692,980,669,307,44,330,1043.25
3642313,41,16,85225,11805,5165,2145,1361,15,432,870,1817.0001
3642333,70,15,156219,17256.75,8222.5,2215,2357,692,25,10,2515.2501
3642343,56,16,232400.2,29614.65,13056,2399,4996,1418,155,510,4472.6499
3642353,32,15,43366,13021.75,5840,2670,2138,862,30,442,879.75
3642393,34,16,134869,27203,9208.75,2890,3831,251,1061,1135,7248.25
3642403,56,12,153972,21419.087,6272,1300,7335,0,64,1095,4913.0868
3642423,53,12,40507.6,13782.6,4439,1300,4222,251,285,1880,1201.5999
3642433,76,15,36521.4,7182,2841,1430,375,148,258,895,705
3642443,87,13,40384.8,4981,1121,1950,168,187,177,207,0
3642453,70,13,121645,32409.337,8678,3575,7929,255,221,1530,3109.3368
3642463,68,13,25896,11620,4138,1643,2223,213,128,149,0
3642473,76,12,43606,9829,5087,1105,2039,272,374,292,390
3642493,23,13,38431,7805.75,2835,1430,1560,0,60,910,860.7501
3642503,71,15,47326,15491.5,2796,3190,3424,334,311,400,1180
3642513,61,16,210263,27184.25,6651,5200,6733,1613,949,416,4757.25
3642533,69,11,22503,4219,1817,1053,380,195,15,396,348
3642563,57,16,101245,20427,7377,3477,2329,1145,1558,15,2276.0001
3642613,48,16,194025.8,45415.087,13319,4212,16123,1218,0,1111,7332.0869
3642713,34,15,141191,21614.75,7266,3346,2223,1604,454,1493,3988.7499
3642723,70,15,32891,21808.75,6599.75,2410,6218,1938,233,2430,600
3642733,55,14,187968.6,31792.65,8126,2774,5987,1386,151,2972,3926.6499
3642763,33,12,122567,27224.25,6842,4852,7345,1202,318,2255,3538.2501
3642773,54,16,57685,16841.75,5436,1761,1671,195,0,2210,2322.75
3642783,37,16,87903.2,15968.3,3415,3125,2481,547,170,2806,2969.3001
3642823,32,14,80313,20555.25,9885,1952,3334,2550,366,58,1512.2499
3642863,28,16,125544.8,19295.35,12498,2995,200,362,60,0,3080.3499
3642873,79,12,50490.4,7665.3,3389,1120,1191,215,66,799,734.3001
3642883,38,15,32502,5627,1535.5,1365,694,395,478,330,404.4999
3642903,24,16,28160,7120.5,1642,2583,502,352,22,0,535.5
3642913,67,16,-19243.7,58607.673,4713,2928,1484,948,600,934,6218.6733
3642923,56,16,250471.6,61021.161,20986,4405,11974,1590,610,1250,17796.1614
3642943,82,13,16506,8201.5,1466.5,2470,375,0,0,3060,0
3642983,51,12,25282,8272.5,2633,715,2909,300,60,492,258.5001
3642993,56,12,50588.2,10516,3531,2080,752,984,0,2011,1062
3643003,63,12,12884,7283,3749,780,843,434,0,865,0
3643033,57,12,32028,8317,3612,650,1633,1629,0,733,0
3643043,58,15,62337.4,31871.75,14017.75,3919,4660,2195,265,5448,333
3643053,55,15,81538,31992.25,16604.5,2070,5545,1325,325,3351,2531.7501
3643073,63,12,132141.4,21893.75,6385,3295,6225,1603,544,1347,1194.75
3643143,33,11,47903,17231.75,4563,3320,4544,672,2057,-25,860.7501
3643173,70,13,65212.6,10028.4,4309,1755,1312,0,0,650,1027.4001
3643183,62,16,31598.4,11512.3,7475,1950,711,468,86,390,432.3
3643193,51,16,321559.6,86235.837,19940,6800,35461,3110,1121,480,5899.8366
3643213,41,15,15140,5964,2468,1185,520,150,11,0,0
3643233,46,15,85543,19415.75,8251,2796,1292,971,887,1920,2981.7501
3643253,57,12,77243.2,22753.75,8144,2955,3603,1117,221,2459,2986.7502
3643273,54,15,35484,8335,4397,1755,1569,0,187,0,377.0001
3643353,36,11,49089.8,8199.95,2696,1690,1302,474,420,0,477.9501
3643363,24,12,15370,3908.5,2482,520,513,6,48,65,229.5
3643373,54,13,56429,19276.95,8913,3115,2459,471,2584,0,1099.95
3643393,26,15,52275.7,27288,4342,2665,2583,240,738,0,0
3643403,48,16,351300.6,89985.587,36525.75,4639,14693,14185,1255,430,15191.8365
3643443,38,13,54721,13518.5,6724.5,1456,1702,886,293,360,1681.0001
3643453,25,12,82725,16608.25,3386,3385,4269,894,841,1056,1572.2499
3643553,56,16,222410.8,37869.737,5140,4460,1575,890,846,6600,4938.7368
3643563,30,13,67075,19888,6988,1240,940,730,1100,729,5151.9999
3643583,71,14,41619,9589,2682.5,1978,1629,647,124,1498,345
3643593,57,15,146797.4,18517.75,5614,3835,1767,327,54,1481,5234.7501
3643623,34,15,63056,12641.5,3589,910,5230,150,315,1300,1147.5
3643633,63,16,86268,28886.75,9007,3565,5093,1732,250,739,2741.7501
3643643,68,12,86209.4,9904,4644,1585,1000,107,49,1866,303
3643673,53,11,31801,19529.75,3611,2555,2880,795,143,1231,554.7501
3643713,30,15,60129.6,10275.45,5473,650,768,312,360,261,2016.45
3643733,65,12,760,2972.5,1026.5,715,400,154,337,160,0
3643743,68,13,85505.2,16250.6,7577,2613,814,252,60,1421,1952.6001
3643763,70,15,70740.6,23052.5,8263,2460,3697,578,125,4868,2275.4999
3643773,49,12,88402.4,9645.5,1602.5,2600,1670,0,87,805,2760.9999
3643783,49,15,69549,15481.25,6069,3245,1150,255,0,3040,1408.2501
3643793,33,15,125987,20110.25,5210,4430,5520,390,0,1500,2515.2501
3643803,35,16,162392,19985.587,4792,4810,2516,330,165,1390,4709.5866
3643853,53,13,24730.2,6388,4009,1040,514,389,25,396,0
3643903,68,13,67179,8632.25,1020,650,2845,430,0,1950,871.2501
3643913,67,15,77336.8,12688,4184,2600,1260,464,0,879,930.2499
3643923,59,11,12123,5377.5,3156,1170,450,63,158,0,229.5
3643933,32,15,22464,6782,2954,1380,175,14,95,1118,471
3643943,50,15,38719.9,8037,3390,3380,390,353,0,0,44
3643973,64,11,20976,3472,920,1170,862,0,0,0,0
3644003,38,13,31205,10813.5,2364,3770,2169,671,0,1040,709.4999
3644013,87,10,5595.6,868,168,104,0,125,21,435,0
3644023,87,0,12504,3409,1627,715,0,247,210,0,0
3644033,66,15,105852.4,31109.75,14640,2905,7344,1491,170,1801,1290.75
3644083,73,15,37399.8,13741,3337,1730,2687,420,0,3372,360
3644123,57,13,266912.8,43663.387,16120,2578,2777,1477,279,2804,6499.3866
3644133,60,11,43416,15693,4027,1950,6009,1460,0,1772,375
3644163,25,13,50777,6191,3196,546,1281,36,0,80,1052.0001
3644183,25,13,90142,14936.25,5337,4349,2997,188,0,57,2008.2501
3644273,30,14,31764,4858.5,2334,910,493,64,0,274,669.5001
3644283,36,14,42749.6,12700.7,3394,1820,3033,1000,660,626,974.7
